Distance,Run1,Run2,Run3,Run4,Run5,Avg,PacketLoss1,PacketLoss2,PacketLoss3,PacketLoss4,PacketLoss5,Avg_PacketLoss
6,10.000000,10.000000,10.000000,10.000000,10.000000,10,0,0,0,0,0,0
